Time(Hours);EntityID;ObjectName;ProcessID;StepName;Action
0.103817935681285;DefaultEntity.216;Input@Firma2_M5;1.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'DefaultEntity.216' transferring from '[Node] Input@Firma2_M5' into station 'Firma2_M5.InputBuffer'.
0.103817935681285;DefaultEntity.216;Firma2_M5;22.OnEnteredInputBuffer;[Begin];Process 'Firma2_M5.OnEnteredInputBuffer' execution started.
0.103817935681285;DefaultEntity.216;Firma2_M5;22.OnEnteredInputBuffer;[EndTransfer] IntoInputBuffer;Entity 'DefaultEntity.216' ending transfer into station 'Firma2_M5.InputBuffer'.
0.103817935681285;DefaultEntity.216;Input@Firma2_M5;9.OnExited;[Begin];Process 'Input@Firma2_M5.OnExited' execution started.
0.103817935681285;DefaultEntity.216;Input@Firma2_M5;9.OnExited;[Fire] ExitedEvent;Firing event 'Input@Firma2_M5.Exited'.
0.103817935681285;DefaultEntity.216;Input@Firma2_M5;9.OnExited;[End];Process 'Input@Firma2_M5.OnExited' execution ended.
0.103817935681285;DefaultEntity.216;Firma2_M5;22.OnEnteredInputBuffer;[Seize] Server;Object 'DefaultEntity.216' waiting to seize '1' resource(s) of resource type '[ParentObject] Firma2_M5'.
0.103817935681285;DefaultEntity.216;Path6_4;13.OnReachedEnd;[End];Process 'Path6_4.OnReachedEnd' execution ended.
0.103817935681285;DefaultEntity.216;Input@Firma2_M5;1.OnEnteredToAssociatedObject;[End];Process 'Input@Firma2_M5.OnEnteredToAssociatedObject' execution ended.
0.103817935681285;--;--;--;--;Resource 'Firma2_M5' checking allocation queue which contains '1' item(s).
0.103817935681285;DefaultEntity.216;Firma2_M5;22.OnEnteredInputBuffer;[Seize] Server;Object 'DefaultEntity.216' checking availability to seize '1' resource(s) of resource type '[ParentObject] Firma2_M5'.
0.103817935681285;DefaultEntity.216;Firma2_M5;22.OnEnteredInputBuffer;[Seize] Server;Object 'DefaultEntity.216' found '1' currently available resource(s) of resource type '[ParentObject] Firma2_M5'.
0.103817935681285;--;--;--;--;Resource 'Firma2_M5' selecting object 'DefaultEntity.216' waiting at rank '1' in allocation queue.
0.103817935681285;DefaultEntity.216;Firma2_M5;22.OnEnteredInputBuffer;[Seize] Server;Object 'DefaultEntity.216' seized '1' capacity unit(s) of resource 'Firma2_M5'.
0.103817935681285;DefaultEntity.216;Firma2_M5;22.OnEnteredInputBuffer;[Seize] Server;Object 'DefaultEntity.216' completed seize of '1' resource(s) of resource type '[ParentObject] Firma2_M5'.
0.103817935681285;DefaultEntity.216;Firma2_M5;22.OnEnteredInputBuffer;[Transfer] ToProcessing;Entity 'DefaultEntity.216' transferring from '[Station] Firma2_M5.InputBuffer' into station 'Firma2_M5.Processing'.
0.103817935681285;DefaultEntity.216;Firma2_M5;1.OnEnteredProcessing;[Begin];Process 'Firma2_M5.OnEnteredProcessing' execution started.
0.103817935681285;DefaultEntity.216;Firma2_M5;1.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'DefaultEntity.216' ending transfer into station 'Firma2_M5.Processing'.
0.103817935681285;DefaultEntity.216;Firma2_M5;1.OnEnteredProcessing;[Decide] IfProcessTypeSpecificTime;Token branching on condition 'ProcessType==Enum.TaskProcessType.SpecificTime'.
0.103817935681285;DefaultEntity.216;Firma2_M5;1.OnEnteredProcessing;[Decide] IfProcessTypeSpecificTime;Token sent to 'True' exit.
0.103817935681285;DefaultEntity.216;Firma2_M5;1.OnEnteredProcessing;[Delay] ProcessingTime;Delaying token for '0.003445167374755' Hours until time '0.10726310305604' Hours. Delay multiplier was '1'.
0.103817935681285;DefaultEntity.216;Firma2_M5;22.OnEnteredInputBuffer;[End];Process 'Firma2_M5.OnEnteredInputBuffer' execution ended.
0.103969926517617;DefaultEntity.215;Path42;22.OnReachedEnd;[Begin];Process 'Path42.OnReachedEnd' execution started.
0.103969926517617;DefaultEntity.215;Path42;22.OnReachedEnd;[Transfer] FromPath;Entity 'DefaultEntity.215' transferring from '[EndOfLink] Path42' into node 'Input@Atril_M3'.
0.103969926517617;DefaultEntity.215;Input@Atril_M3;13.OnEnteredToAssociatedObject;[Begin];Process 'Input@Atril_M3.OnEnteredToAssociatedObject' execution started.
0.103969926517617;DefaultEntity.215;Input@Atril_M3;13.OnEnteredToAssociatedObject;[Fire] EnteredEvent;Firing event 'Input@Atril_M3.Entered'.
0.103969926517617;DefaultEntity.215;Input@Atril_M3;13.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'DefaultEntity.215' transferring from '[Node] Input@Atril_M3' into object 'Atril_M3'.
0.103969926517617;DefaultEntity.215;Input@Atril_M3;13.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'DefaultEntity.215' transferring from '[Node] Input@Atril_M3' into station 'Atril_M3.InputBuffer'.
0.103969926517617;DefaultEntity.215;Atril_M3;9.OnEnteredInputBuffer;[Begin];Process 'Atril_M3.OnEnteredInputBuffer' execution started.
0.103969926517617;DefaultEntity.215;Atril_M3;9.OnEnteredInputBuffer;[EndTransfer] IntoInputBuffer;Entity 'DefaultEntity.215' ending transfer into station 'Atril_M3.InputBuffer'.
0.103969926517617;DefaultEntity.215;Input@Atril_M3;5.OnExited;[Begin];Process 'Input@Atril_M3.OnExited' execution started.
0.103969926517617;DefaultEntity.215;Input@Atril_M3;5.OnExited;[Fire] ExitedEvent;Firing event 'Input@Atril_M3.Exited'.
0.103969926517617;DefaultEntity.215;Input@Atril_M3;5.OnExited;[End];Process 'Input@Atril_M3.OnExited' execution ended.
0.103969926517617;DefaultEntity.215;Atril_M3;9.OnEnteredInputBuffer;[Seize] Server;Object 'DefaultEntity.215' waiting to seize '1' resource(s) of resource type '[ParentObject] Atril_M3'.
0.103969926517617;DefaultEntity.215;Path42;22.OnReachedEnd;[End];Process 'Path42.OnReachedEnd' execution ended.
0.103969926517617;DefaultEntity.215;Input@Atril_M3;13.OnEnteredToAssociatedObject;[End];Process 'Input@Atril_M3.OnEnteredToAssociatedObject' execution ended.
0.103969926517617;--;--;--;--;Resource 'Atril_M3' checking allocation queue which contains '1' item(s).
0.103969926517617;DefaultEntity.215;Atril_M3;9.OnEnteredInputBuffer;[Seize] Server;Object 'DefaultEntity.215' checking availability to seize '1' resource(s) of resource type '[ParentObject] Atril_M3'.
0.103969926517617;DefaultEntity.215;Atril_M3;9.OnEnteredInputBuffer;[Seize] Server;Object 'DefaultEntity.215' found '1' currently available resource(s) of resource type '[ParentObject] Atril_M3'.
0.103969926517617;--;--;--;--;Resource 'Atril_M3' selecting object 'DefaultEntity.215' waiting at rank '1' in allocation queue.
0.103969926517617;DefaultEntity.215;Atril_M3;9.OnEnteredInputBuffer;[Seize] Server;Object 'DefaultEntity.215' seized '1' capacity unit(s) of resource 'Atril_M3'.
0.103969926517617;DefaultEntity.215;Atril_M3;9.OnEnteredInputBuffer;[Seize] Server;Object 'DefaultEntity.215' completed seize of '1' resource(s) of resource type '[ParentObject] Atril_M3'.
0.103969926517617;DefaultEntity.215;Atril_M3;9.OnEnteredInputBuffer;[Transfer] ToProcessing;Entity 'DefaultEntity.215' transferring from '[Station] Atril_M3.InputBuffer' into station 'Atril_M3.Processing'.
0.103969926517617;DefaultEntity.215;Atril_M3;13.OnEnteredProcessing;[Begin];Process 'Atril_M3.OnEnteredProcessing' execution started.
0.103969926517617;DefaultEntity.215;Atril_M3;13.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'DefaultEntity.215' ending transfer into station 'Atril_M3.Processing'.
0.103969926517617;DefaultEntity.215;Atril_M3;13.OnEnteredProcessing;[Decide] IfProcessTypeSpecificTime;Token branching on condition 'ProcessType==Enum.TaskProcessType.SpecificTime'.
0.103969926517617;DefaultEntity.215;Atril_M3;13.OnEnteredProcessing;[Decide] IfProcessTypeSpecificTime;Token sent to 'True' exit.
0.103969926517617;DefaultEntity.215;Atril_M3;13.OnEnteredProcessing;[Delay] ProcessingTime;Delaying token for '0.00312236392820255' Hours until time '0.10709229044582' Hours. Delay multiplier was '1'.
0.103969926517617;DefaultEntity.215;Atril_M3;9.OnEnteredInputBuffer;[End];Process 'Atril_M3.OnEnteredInputBuffer' execution ended.
0.104116880433786;DefaultEntity.225;Path10;9.OnReachedEnd;[Begin];Process 'Path10.OnReachedEnd' execution started.
0.104116880433786;DefaultEntity.225;Path10;9.OnReachedEnd;[Transfer] FromPath;Entity 'DefaultEntity.225' transferring from '[EndOfLink] Path10' into node 'Input@Verificador2_M2'.
0.104116880433786;DefaultEntity.225;Input@Verificador2_M2;22.OnEnteredToAssociatedObject;[Begin];Process 'Input@Verificador2_M2.OnEnteredToAssociatedObject' execution started.
0.104116880433786;DefaultEntity.225;Input@Verificador2_M2;22.OnEnteredToAssociatedObject;[Fire] EnteredEvent;Firing event 'Input@Verificador2_M2.Entered'.
0.104116880433786;DefaultEntity.225;Input@Verificador2_M2;22.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'DefaultEntity.225' transferring from '[Node] Input@Verificador2_M2' into object 'Verificador2_M2'.
0.104116880433786;DefaultEntity.225;Input@Verificador2_M2;22.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'DefaultEntity.225' transferring from '[Node] Input@Verificador2_M2' into station 'Verificador2_M2.Processing'.
0.104116880433786;DefaultEntity.225;Verificador2_M2;5.OnEnteredProcessing;[Begin];Process 'Verificador2_M2.OnEnteredProcessing' execution started.
0.104116880433786;DefaultEntity.225;Verificador2_M2;5.OnEnteredProcessing;[Seize] Server;Object 'DefaultEntity.225' checking availability to seize '1' resource(s) of resource type '[ParentObject] Verificador2_M2'.
0.104116880433786;DefaultEntity.225;Verificador2_M2;5.OnEnteredProcessing;[Seize] Server;Object 'DefaultEntity.225' found '1' currently available resource(s) of resource type '[ParentObject] Verificador2_M2'.
0.104116880433786;DefaultEntity.225;Verificador2_M2;5.OnEnteredProcessing;[Seize] Server;Object 'DefaultEntity.225' seized '1' capacity unit(s) of resource 'Verificador2_M2'.
0.104116880433786;DefaultEntity.225;Verificador2_M2;5.OnEnteredProcessing;[Seize] Server;Object 'DefaultEntity.225' completed seize of '1' resource(s) of resource type '[ParentObject] Verificador2_M2'.
0.104116880433786;DefaultEntity.225;Verificador2_M2;5.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'DefaultEntity.225' ending transfer into station 'Verificador2_M2.Processing'.
0.104116880433786;DefaultEntity.225;Input@Verificador2_M2;12.OnExited;[Begin];Process 'Input@Verificador2_M2.OnExited' execution started.
0.104116880433786;DefaultEntity.225;Input@Verificador2_M2;12.OnExited;[Fire] ExitedEvent;Firing event 'Input@Verificador2_M2.Exited'.
0.104116880433786;DefaultEntity.225;Input@Verificador2_M2;12.OnExited;[End];Process 'Input@Verificador2_M2.OnExited' execution ended.
0.104116880433786;DefaultEntity.225;Verificador2_M2;5.OnEnteredProcessing;[Decide] IfProcessTypeSpecificTime;Token branching on condition 'ProcessType==Enum.TaskProcessType.SpecificTime'.
0.104116880433786;DefaultEntity.225;Verificador2_M2;5.OnEnteredProcessing;[Decide] IfProcessTypeSpecificTime;Token sent to 'False' exit.
0.104116880433786;DefaultEntity.225;Verificador2_M2;5.OnEnteredProcessing;[StartTasks] ProcessingTasks;Starting execution of task sequence 'Verificador2_M2.ProcessingTaskSequence' for object 'DefaultEntity.225'.
0.104116880433786;DefaultEntity.225;Verificador2_M2;5.OnEnteredProcessing;[StartTasks] ProcessingTasks;Starting task '10' of task sequence 'Verificador2_M2.ProcessingTaskSequence' being executed for object 'DefaultEntity.225'. Scheduling execution of process 'Verificador2_M2.PerformProcessingTask' as an early priority event on current events calendar.
0.104116880433786;DefaultEntity.225;Path10;9.OnReachedEnd;[End];Process 'Path10.OnReachedEnd' execution ended.
0.104116880433786;DefaultEntity.225;Input@Verificador2_M2;22.OnEnteredToAssociatedObject;[End];Process 'Input@Verificador2_M2.OnEnteredToAssociatedObject' execution ended.
0.104116880433786;DefaultEntity.225;Verificador2_M2;20.PerformProcessingTask;[Begin];Process 'Verificador2_M2.PerformProcessingTask' execution started.
0.104116880433786;DefaultEntity.225;Verificador2_M2;20.PerformProcessingTask;[Consume] TaskMaterials;Object ‘DefaultEntity.225’ adding requirement to consume '5' unit(s) of material 'Mesa2Papeletas2' of lot ID '<unspecified>' at inventory site 'Verificador2_M2'.
0.104116880433786;--;--;--;--;Inventory site 'Verificador2_M2' checking allocation queue for material 'Mesa2Papeletas2' which contains '1' item(s).
0.104116880433786;DefaultEntity.225;Verificador2_M2;20.PerformProcessingTask;[Consume] TaskMaterials;Object 'DefaultEntity.225' checking availability to consume '5' unit(s) of material 'Mesa2Papeletas2' of lot ID '<unspecified>' at inventory site 'Verificador2_M2'.
0.104116880433786;DefaultEntity.225;Verificador2_M2;20.PerformProcessingTask;[Consume] TaskMaterials;Object 'DefaultEntity.225' found '790' currently available unit(s) of material 'Mesa2Papeletas2' of lot ID '<unspecified>' at inventory site 'Verificador2_M2'.
0.104116880433786;--;--;--;--;Inventory site 'Verificador2_M2' selecting object 'DefaultEntity.225' waiting at rank '1' in allocation queue for material 'Mesa2Papeletas2'.
0.104116880433786;DefaultEntity.225;Verificador2_M2;20.PerformProcessingTask;[Consume] TaskMaterials;Object 'DefaultEntity.225' consuming '5' unit(s) of material 'Mesa2Papeletas2' of lot ID '<unspecified>' at inventory site 'Verificador2_M2'.
0.104116880433786;DefaultEntity.225;Verificador2_M2;20.PerformProcessingTask;[Decide] IfProcessTypeSpecificTime;Token branching on condition 'ProcessingTasks.TaskProcessType==Enum.TaskProcessType.SpecificTime'.
0.104116880433786;DefaultEntity.225;Verificador2_M2;20.PerformProcessingTask;[Decide] IfProcessTypeSpecificTime;Token sent to 'True' exit.
0.104116880433786;DefaultEntity.225;Verificador2_M2;20.PerformProcessingTask;[Delay] ProcessingTime;Delaying token for '0.0333333333333333' Hours until time '0.137450213767119' Hours. Delay multiplier was '1'.
0.104323101120792;DefaultEntity.223;Path12;22.OnReachedEnd;[Begin];Process 'Path12.OnReachedEnd' execution started.
0.104323101120792;DefaultEntity.223;Path12;22.OnReachedEnd;[Transfer] FromPath;Entity 'DefaultEntity.223' transferring from '[EndOfLink] Path12' into node 'Input@Verificador2_M3'.
0.104323101120792;DefaultEntity.223;Input@Verificador2_M3;9.OnEnteredToAssociatedObject;[Begin];Process 'Input@Verificador2_M3.OnEnteredToAssociatedObject' execution started.
0.104323101120792;DefaultEntity.223;Input@Verificador2_M3;9.OnEnteredToAssociatedObject;[Fire] EnteredEvent;Firing event 'Input@Verificador2_M3.Entered'.
0.104323101120792;DefaultEntity.223;Input@Verificador2_M3;9.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'DefaultEntity.223' transferring from '[Node] Input@Verificador2_M3' into object 'Verificador2_M3'.
0.104323101120792;DefaultEntity.223;Input@Verificador2_M3;9.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'DefaultEntity.223' transferring from '[Node] Input@Verificador2_M3' into station 'Verificador2_M3.Processing'.
0.104323101120792;DefaultEntity.223;Verificador2_M3;12.OnEnteredProcessing;[Begin];Process 'Verificador2_M3.OnEnteredProcessing' execution started.
0.104323101120792;DefaultEntity.223;Verificador2_M3;12.OnEnteredProcessing;[Seize] Server;Object 'DefaultEntity.223' checking availability to seize '1' resource(s) of resource type '[ParentObject] Verificador2_M3'.
0.104323101120792;DefaultEntity.223;Verificador2_M3;12.OnEnteredProcessing;[Seize] Server;Object 'DefaultEntity.223' found '1' currently available resource(s) of resource type '[ParentObject] Verificador2_M3'.
0.104323101120792;DefaultEntity.223;Verificador2_M3;12.OnEnteredProcessing;[Seize] Server;Object 'DefaultEntity.223' seized '1' capacity unit(s) of resource 'Verificador2_M3'.
0.104323101120792;DefaultEntity.223;Verificador2_M3;12.OnEnteredProcessing;[Seize] Server;Object 'DefaultEntity.223' completed seize of '1' resource(s) of resource type '[ParentObject] Verificador2_M3'.
0.104323101120792;DefaultEntity.223;Verificador2_M3;12.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'DefaultEntity.223' ending transfer into station 'Verificador2_M3.Processing'.
0.104323101120792;DefaultEntity.223;Input@Verificador2_M3;26.OnExited;[Begin];Process 'Input@Verificador2_M3.OnExited' execution started.
0.104323101120792;DefaultEntity.223;Input@Verificador2_M3;26.OnExited;[Fire] ExitedEvent;Firing event 'Input@Verificador2_M3.Exited'.
0.104323101120792;DefaultEntity.223;Input@Verificador2_M3;26.OnExited;[End];Process 'Input@Verificador2_M3.OnExited' execution ended.
0.104323101120792;DefaultEntity.223;Verificador2_M3;12.OnEnteredProcessing;[Decide] IfProcessTypeSpecificTime;Token branching on condition 'ProcessType==Enum.TaskProcessType.SpecificTime'.
0.104323101120792;DefaultEntity.223;Verificador2_M3;12.OnEnteredProcessing;[Decide] IfProcessTypeSpecificTime;Token sent to 'False' exit.
0.104323101120792;DefaultEntity.223;Verificador2_M3;12.OnEnteredProcessing;[StartTasks] ProcessingTasks;Starting execution of task sequence 'Verificador2_M3.ProcessingTaskSequence' for object 'DefaultEntity.223'.
0.104323101120792;DefaultEntity.223;Verificador2_M3;12.OnEnteredProcessing;[StartTasks] ProcessingTasks;Starting task '10' of task sequence 'Verificador2_M3.ProcessingTaskSequence' being executed for object 'DefaultEntity.223'. Scheduling execution of process 'Verificador2_M3.PerformProcessingTask' as an early priority event on current events calendar.
0.104323101120792;DefaultEntity.223;Path12;22.OnReachedEnd;[End];Process 'Path12.OnReachedEnd' execution ended.
0.104323101120792;DefaultEntity.223;Input@Verificador2_M3;9.OnEnteredToAssociatedObject;[End];Process 'Input@Verificador2_M3.OnEnteredToAssociatedObject' execution ended.
0.104323101120792;DefaultEntity.223;Verificador2_M3;8.PerformProcessingTask;[Begin];Process 'Verificador2_M3.PerformProcessingTask' execution started.
0.104323101120792;DefaultEntity.223;Verificador2_M3;8.PerformProcessingTask;[Consume] TaskMaterials;Object ‘DefaultEntity.223’ adding requirement to consume '5' unit(s) of material 'Mesa3Papeletas2' of lot ID '<unspecified>' at inventory site 'Verificador2_M3'.
0.104323101120792;--;--;--;--;Inventory site 'Verificador2_M3' checking allocation queue for material 'Mesa3Papeletas2' which contains '1' item(s).
0.104323101120792;DefaultEntity.223;Verificador2_M3;8.PerformProcessingTask;[Consume] TaskMaterials;Object 'DefaultEntity.223' checking availability to consume '5' unit(s) of material 'Mesa3Papeletas2' of lot ID '<unspecified>' at inventory site 'Verificador2_M3'.
0.104323101120792;DefaultEntity.223;Verificador2_M3;8.PerformProcessingTask;[Consume] TaskMaterials;Object 'DefaultEntity.223' found '785' currently available unit(s) of material 'Mesa3Papeletas2' of lot ID '<unspecified>' at inventory site 'Verificador2_M3'.
0.104323101120792;--;--;--;--;Inventory site 'Verificador2_M3' selecting object 'DefaultEntity.223' waiting at rank '1' in allocation queue for material 'Mesa3Papeletas2'.
0.104323101120792;DefaultEntity.223;Verificador2_M3;8.PerformProcessingTask;[Consume] TaskMaterials;Object 'DefaultEntity.223' consuming '5' unit(s) of material 'Mesa3Papeletas2' of lot ID '<unspecified>' at inventory site 'Verificador2_M3'.
0.104323101120792;DefaultEntity.223;Verificador2_M3;8.PerformProcessingTask;[Decide] IfProcessTypeSpecificTime;Token branching on condition 'ProcessingTasks.TaskProcessType==Enum.TaskProcessType.SpecificTime'.
0.104323101120792;DefaultEntity.223;Verificador2_M3;8.PerformProcessingTask;[Decide] IfProcessTypeSpecificTime;Token sent to 'True' exit.
0.104323101120792;DefaultEntity.223;Verificador2_M3;8.PerformProcessingTask;[Delay] ProcessingTime;Delaying token for '0.0333333333333333' Hours until time '0.137656434454125' Hours. Delay multiplier was '1'.
0.10464674927385;DefaultEntity.227;Path19;9.OnCollided;[Begin];Process 'Path19.OnCollided' execution started.
0.10464674927385;DefaultEntity.227;Path19;9.OnCollided;[Assign] EntityMovementRate;Assigning state variable 'DefaultEntity.227.Movement.Rate' the value '0' Meters per Hour. Previous value was '5040' Meters per Hour.
0.10464674927385;DefaultEntity.227;Path19;9.OnCollided;[End];Process 'Path19.OnCollided' execution ended.
0.104975539168164;DefaultEntity.217;Presidente_M1;3.OnEnteredProcessing;[Transfer] ToOutputBuffer;Entity 'DefaultEntity.217' transferring from '[Station] Presidente_M1.Processing' into station 'Presidente_M1.OutputBuffer'.
0.104975539168164;DefaultEntity.217;Presidente_M1;9.OnEnteredOutputBuffer;[Begin];Process 'Presidente_M1.OnEnteredOutputBuffer' execution started.
0.104975539168164;DefaultEntity.217;Presidente_M1;9.OnEnteredOutputBuffer;[EndTransfer] IntoOutputBuffer;Entity 'DefaultEntity.217' ending transfer into station 'Presidente_M1.OutputBuffer'.
0.104975539168164;DefaultEntity.217;Presidente_M1;9.OnEnteredOutputBuffer;[Release] Server;Object 'DefaultEntity.217' attempting to release '1' resource(s) of resource type '[ParentObject] Presidente_M1'.
0.104975539168164;DefaultEntity.217;Presidente_M1;9.OnEnteredOutputBuffer;[Release] Server;Object 'DefaultEntity.217' released '1' capacity unit(s) of resource 'Presidente_M1'.
0.104975539168164;DefaultEntity.217;Presidente_M1;9.OnEnteredOutputBuffer;[Transfer] ToOutputNode;Entity 'DefaultEntity.217' transferring from '[Station] Presidente_M1.OutputBuffer' into node 'Output@Presidente_M1'.
0.104975539168164;DefaultEntity.217;Output@Presidente_M1;22.OnEnteredFromAssociatedObject;[Begin];Process 'Output@Presidente_M1.OnEnteredFromAssociatedObject' execution started.
0.104975539168164;DefaultEntity.217;Output@Presidente_M1;22.OnEnteredFromAssociatedObject;[Fire] EnteredEvent;Firing event 'Output@Presidente_M1.Entered'.
0.104975539168164;DefaultEntity.217;Output@Presidente_M1;22.OnEnteredFromAssociatedObject;[Transfer] ToOutboundLink;Entity 'DefaultEntity.217' transferring from '[Node] Output@Presidente_M1' onto link 'Path4'.
0.104975539168164;DefaultEntity.217;Path4;26.OnEntered;[Begin];Process 'Path4.OnEntered' execution started.
0.104975539168164;DefaultEntity.217;Path4;26.OnEntered;[Assign] EntityMovementRate;Assigning state variable 'DefaultEntity.217.Movement.Rate' the value '5040' Meters per Hour. Previous value was '5040' Meters per Hour.
0.104975539168164;DefaultEntity.217;Path4;26.OnEntered;[EndTransfer] OntoPath;Entity 'DefaultEntity.217' ending transfer onto link 'Path4'.
0.104975539168164;DefaultEntity.217;Path4;26.OnEntered;[End];Process 'Path4.OnEntered' execution ended.
0.104975539168164;DefaultEntity.217;Presidente_M1;3.OnEnteredProcessing;[End];Process 'Presidente_M1.OnEnteredProcessing' execution ended.
0.104975539168164;DefaultEntity.217;Presidente_M1;9.OnEnteredOutputBuffer;[End];Process 'Presidente_M1.OnEnteredOutputBuffer' execution ended.
0.104975539168164;DefaultEntity.217;Output@Presidente_M1;22.OnEnteredFromAssociatedObject;[End];Process 'Output@Presidente_M1.OnEnteredFromAssociatedObject' execution ended.
0.105308951123298;DefaultEntity.217;Output@Presidente_M1;22.OnExited;[Begin];Process 'Output@Presidente_M1.OnExited' execution started.
0.105308951123298;DefaultEntity.217;Output@Presidente_M1;22.OnExited;[Fire] ExitedEvent;Firing event 'Output@Presidente_M1.Exited'.
0.105308951123298;DefaultEntity.217;Output@Presidente_M1;22.OnExited;[End];Process 'Output@Presidente_M1.OnExited' execution ended.
0.105350051831078;DefaultEntity.226;Path13;22.OnReachedEnd;[Begin];Process 'Path13.OnReachedEnd' execution started.
0.105350051831078;DefaultEntity.226;Path13;22.OnReachedEnd;[Transfer] FromPath;Entity 'DefaultEntity.226' transferring from '[EndOfLink] Path13' into node 'Input@Verificador1_M4'.
0.105350051831078;DefaultEntity.226;Input@Verificador1_M4;9.OnEnteredToAssociatedObject;[Begin];Process 'Input@Verificador1_M4.OnEnteredToAssociatedObject' execution started.
0.105350051831078;DefaultEntity.226;Input@Verificador1_M4;9.OnEnteredToAssociatedObject;[Fire] EnteredEvent;Firing event 'Input@Verificador1_M4.Entered'.
0.105350051831078;DefaultEntity.226;Input@Verificador1_M4;9.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'DefaultEntity.226' transferring from '[Node] Input@Verificador1_M4' into object 'Verificador1_M4'.
0.105350051831078;DefaultEntity.226;Input@Verificador1_M4;9.OnEnteredToAssociatedObject;[Transfer] ToAssociatedObject;Entity 'DefaultEntity.226' transferring from '[Node] Input@Verificador1_M4' into station 'Verificador1_M4.Processing'.
0.105350051831078;DefaultEntity.226;Verificador1_M4;3.OnEnteredProcessing;[Begin];Process 'Verificador1_M4.OnEnteredProcessing' execution started.
0.105350051831078;DefaultEntity.226;Verificador1_M4;3.OnEnteredProcessing;[Seize] Server;Object 'DefaultEntity.226' checking availability to seize '1' resource(s) of resource type '[ParentObject] Verificador1_M4'.
0.105350051831078;DefaultEntity.226;Verificador1_M4;3.OnEnteredProcessing;[Seize] Server;Object 'DefaultEntity.226' found '1' currently available resource(s) of resource type '[ParentObject] Verificador1_M4'.
0.105350051831078;DefaultEntity.226;Verificador1_M4;3.OnEnteredProcessing;[Seize] Server;Object 'DefaultEntity.226' seized '1' capacity unit(s) of resource 'Verificador1_M4'.
0.105350051831078;DefaultEntity.226;Verificador1_M4;3.OnEnteredProcessing;[Seize] Server;Object 'DefaultEntity.226' completed seize of '1' resource(s) of resource type '[ParentObject] Verificador1_M4'.
0.105350051831078;DefaultEntity.226;Verificador1_M4;3.OnEnteredProcessing;[EndTransfer] IntoProcessing;Entity 'DefaultEntity.226' ending transfer into station 'Verificador1_M4.Processing'.
0.105350051831078;DefaultEntity.226;Input@Verificador1_M4;26.OnExited;[Begin];Process 'Input@Verificador1_M4.OnExited' execution started.
0.105350051831078;DefaultEntity.226;Input@Verificador1_M4;26.OnExited;[Fire] ExitedEvent;Firing event 'Input@Verificador1_M4.Exited'.
0.105350051831078;DefaultEntity.226;Input@Verificador1_M4;26.OnExited;[End];Process 'Input@Verificador1_M4.OnExited' execution ended.
0.105350051831078;DefaultEntity.226;Verificador1_M4;3.OnEnteredProcessing;[Decide] IfProcessTypeSpecificTime;Token branching on condition 'ProcessType==Enum.TaskProcessType.SpecificTime'.
0.105350051831078;DefaultEntity.226;Verificador1_M4;3.OnEnteredProcessing;[Decide] IfProcessTypeSpecificTime;Token sent to 'False' exit.
0.105350051831078;DefaultEntity.226;Verificador1_M4;3.OnEnteredProcessing;[StartTasks] ProcessingTasks;Starting execution of task sequence 'Verificador1_M4.ProcessingTaskSequence' for object 'DefaultEntity.226'.
0.105350051831078;DefaultEntity.226;Verificador1_M4;3.OnEnteredProcessing;[StartTasks] ProcessingTasks;Starting task '10' of task sequence 'Verificador1_M4.ProcessingTaskSequence' being executed for object 'DefaultEntity.226'. Scheduling execution of process 'Verificador1_M4.PerformProcessingTask' as an early priority event on current events calendar.
0.105350051831078;DefaultEntity.226;Path13;22.OnReachedEnd;[End];Process 'Path13.OnReachedEnd' execution ended.
0.105350051831078;DefaultEntity.226;Input@Verificador1_M4;9.OnEnteredToAssociatedObject;[End];Process 'Input@Verificador1_M4.OnEnteredToAssociatedObject' execution ended.
0.105350051831078;DefaultEntity.226;Verificador1_M4;28.PerformProcessingTask;[Begin];Process 'Verificador1_M4.PerformProcessingTask' execution started.
0.105350051831078;DefaultEntity.226;Verificador1_M4;28.PerformProcessingTask;[Consume] TaskMaterials;Object ‘DefaultEntity.226’ adding requirement to consume '5' unit(s) of material 'Mesa4Papeletas1' of lot ID '<unspecified>' at inventory site 'Verificador1_M4'.
0.105350051831078;--;--;--;--;Inventory site 'Verificador1_M4' checking allocation queue for material 'Mesa4Papeletas1' which contains '1' item(s).
